68034 silly lifecycle is-utf8@0.2.1~preinstall: no script for preinstall, continuing
75084 silly install postcss-discard-comments@2.0.4 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-comments-6404430e
75085 info lifecycle postcss-discard-comments@2.0.4~install: postcss-discard-comments@2.0.4
75086 silly lifecycle postcss-discard-comments@2.0.4~install: no script for install, continuing
75087 silly install postcss-discard-duplicates@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-duplicates-fc51decc
75088 info lifecycle postcss-discard-duplicates@2.0.2~install: postcss-discard-duplicates@2.0.2
75089 silly lifecycle postcss-discard-duplicates@2.0.2~install: no script for install, continuing
75090 silly install postcss-discard-empty@2.1.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-empty-85f950be
75091 info lifecycle postcss-discard-empty@2.1.0~install: postcss-discard-empty@2.1.0
75092 silly lifecycle postcss-discard-empty@2.1.0~install: no script for install, continuing
75093 silly install postcss-discard-overridden@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-overridden-5cf15578
75094 info lifecycle postcss-discard-overridden@0.1.1~install: postcss-discard-overridden@0.1.1
75095 silly lifecycle postcss-discard-overridden@0.1.1~install: no script for install, continuing
75096 silly install postcss-js@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-js-f9e04699
75097 info lifecycle postcss-js@0.2.0~install: postcss-js@0.2.0
75098 silly lifecycle postcss-js@0.2.0~install: no script for install, continuing
75099 silly install postcss-merge-idents@2.1.7 C:\Users\pozda\bmsk\node_modules\.staging\postcss-merge-idents-00d0c1c7
75100 info lifecycle postcss-merge-idents@2.1.7~install: postcss-merge-idents@2.1.7
75101 silly lifecycle postcss-merge-idents@2.1.7~install: no script for install, continuing
75102 silly install postcss-merge-longhand@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-merge-longhand-1500526f
75103 info lifecycle postcss-merge-longhand@2.0.2~install: postcss-merge-longhand@2.0.2
75104 silly lifecycle postcss-merge-longhand@2.0.2~install: no script for install, continuing
75105 silly install postcss-minify-font-values@1.0.5 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-font-values-fbc0f035
75106 info lifecycle postcss-minify-font-values@1.0.5~install: postcss-minify-font-values@1.0.5
75107 silly lifecycle postcss-minify-font-values@1.0.5~install: no script for install, continuing
75108 silly install postcss-minify-gradients@1.0.5 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-gradients-97bffe94
75109 info lifecycle postcss-minify-gradients@1.0.5~install: postcss-minify-gradients@1.0.5
75110 silly lifecycle postcss-minify-gradients@1.0.5~install: no script for install, continuing
75111 silly install postcss-normalize-charset@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-normalize-charset-0e4aadef
75112 info lifecycle postcss-normalize-charset@1.1.1~install: postcss-normalize-charset@1.1.1
75113 silly lifecycle postcss-normalize-charset@1.1.1~install: no script for install, continuing
75114 silly install postcss-normalize-url@3.0.8 C:\Users\pozda\bmsk\node_modules\.staging\postcss-normalize-url-54136530
75115 info lifecycle postcss-normalize-url@3.0.8~install: postcss-normalize-url@3.0.8
75116 silly lifecycle postcss-normalize-url@3.0.8~install: no script for install, continuing
75117 silly install postcss-ordered-values@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-ordered-values-2940d128
75118 info lifecycle postcss-ordered-values@2.2.3~install: postcss-ordered-values@2.2.3
75119 silly lifecycle postcss-ordered-values@2.2.3~install: no script for install, continuing
75120 silly install postcss-reduce-idents@2.4.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-idents-87fcfaac
75121 info lifecycle postcss-reduce-idents@2.4.0~install: postcss-reduce-idents@2.4.0
75122 silly lifecycle postcss-reduce-idents@2.4.0~install: no script for install, continuing
75123 silly install postcss-reduce-initial@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-initial-c16fb447
75124 info lifecycle postcss-reduce-initial@1.0.1~install: postcss-reduce-initial@1.0.1
75125 silly lifecycle postcss-reduce-initial@1.0.1~install: no script for install, continuing
75126 silly install postcss-reduce-transforms@1.0.4 C:\Users\pozda\bmsk\node_modules\.staging\postcss-reduce-transforms-0d6ea48b
75127 info lifecycle postcss-reduce-transforms@1.0.4~install: postcss-reduce-transforms@1.0.4
75128 silly lifecycle postcss-reduce-transforms@1.0.4~install: no script for install, continuing
75129 silly install postcss-simple-vars@3.0.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-simple-vars-73989020
75130 info lifecycle postcss-simple-vars@3.0.0~install: postcss-simple-vars@3.0.0
75131 silly lifecycle postcss-simple-vars@3.0.0~install: no script for install, continuing
75132 silly install sugarss@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\sugarss-241f734d
75133 info lifecycle sugarss@0.2.0~install: sugarss@0.2.0
75134 silly lifecycle sugarss@0.2.0~install: no script for install, continuing
75135 silly install csso@2.2.1 C:\Users\pozda\bmsk\node_modules\.staging\csso-db774c99
75136 info lifecycle csso@2.2.1~install: csso@2.2.1
75137 silly lifecycle csso@2.2.1~install: no script for install, continuing
75138 silly install lodash@4.17.4 C:\Users\pozda\bmsk\node_modules\.staging\lodash-6c749bc0
75139 info lifecycle lodash@4.17.4~install: lodash@4.17.4
75140 silly lifecycle lodash@4.17.4~install: no script for install, continuing
75141 silly install async@2.1.5 C:\Users\pozda\bmsk\node_modules\.staging\async-8245842e
75142 info lifecycle async@2.1.5~install: async@2.1.5
75143 silly lifecycle async@2.1.5~install: no script for install, continuing
75144 silly install lodash.assign@4.2.0 C:\Users\pozda\bmsk\node_modules\.staging\lodash.assign-0cabbe34
75145 info lifecycle lodash.assign@4.2.0~install: lodash.assign@4.2.0
75146 silly lifecycle lodash.assign@4.2.0~install: no script for install, continuing
75147 silly install js-yaml@3.6.1 C:\Users\pozda\bmsk\node_modules\.staging\js-yaml-eb3d612c
75148 info lifecycle js-yaml@3.6.1~install: js-yaml@3.6.1
75149 silly lifecycle js-yaml@3.6.1~install: no script for install, continuing
75150 silly install vinyl@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\vinyl-37c54f7b
75151 info lifecycle vinyl@1.2.0~install: vinyl@1.2.0
75152 silly lifecycle vinyl@1.2.0~install: no script for install, continuing
75153 silly install window-size@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\window-size-bec80709
75154 info lifecycle window-size@0.2.0~install: window-size@0.2.0
75155 silly lifecycle window-size@0.2.0~install: no script for install, continuing
75156 silly install text-table@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\text-table-05e18bc2
75157 info lifecycle text-table@0.2.0~install: text-table@0.2.0
75158 silly lifecycle text-table@0.2.0~install: no script for install, continuing
75159 silly install textextensions@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\textextensions-d6e87110
75160 info lifecycle textextensions@1.0.2~install: textextensions@1.0.2
75161 silly lifecycle textextensions@1.0.2~install: no script for install, continuing
75162 silly install istextorbinary@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\istextorbinary-8588d39a
75163 info lifecycle istextorbinary@1.0.2~install: istextorbinary@1.0.2
75164 silly lifecycle istextorbinary@1.0.2~install: no script for install, continuing
75165 silly install throttleit@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\throttleit-c84e0bd1
75166 info lifecycle throttleit@1.0.0~install: throttleit@1.0.0
75167 silly lifecycle throttleit@1.0.0~install: no script for install, continuing
75168 silly install request-progress@2.0.1 C:\Users\pozda\bmsk\node_modules\.staging\request-progress-54a56d22
75169 info lifecycle request-progress@2.0.1~install: request-progress@2.0.1
75170 silly lifecycle request-progress@2.0.1~install: no script for install, continuing
75171 silly install through@2.3.8 C:\Users\pozda\bmsk\node_modules\.staging\through-3f979b8a
75172 info lifecycle through@2.3.8~install: through@2.3.8
75173 silly lifecycle through@2.3.8~install: no script for install, continuing
75174 silly install pause-stream@0.0.11 C:\Users\pozda\bmsk\node_modules\.staging\pause-stream-7fe87417
75175 info lifecycle pause-stream@0.0.11~install: pause-stream@0.0.11
75176 silly lifecycle pause-stream@0.0.11~install: no script for install, continuing
75177 silly install split@0.3.3 C:\Users\pozda\bmsk\node_modules\.staging\split-46025417
75178 info lifecycle split@0.3.3~install: split@0.3.3
75179 silly lifecycle split@0.3.3~install: no script for install, continuing
75180 silly install event-stream@3.3.4 C:\Users\pozda\bmsk\node_modules\.staging\event-stream-77db0c27
75181 info lifecycle event-stream@3.3.4~install: event-stream@3.3.4
75182 silly lifecycle event-stream@3.3.4~install: no script for install, continuing
75183 silly install isarray@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\isarray-716e5976
75184 info lifecycle isarray@1.0.0~install: isarray@1.0.0
75185 silly lifecycle isarray@1.0.0~install: no script for install, continuing
75186 silly install tildify@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\tildify-ee1cabae
75187 info lifecycle tildify@1.2.0~install: tildify@1.2.0
75188 silly lifecycle tildify@1.2.0~install: no script for install, continuing
75189 silly install time-stamp@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\time-stamp-a309bd50
75190 info lifecycle time-stamp@1.0.1~install: time-stamp@1.0.1
75191 silly lifecycle time-stamp@1.0.1~install: no script for install, continuing
75192 silly install fancy-log@1.3.0 C:\Users\pozda\bmsk\node_modules\.staging\fancy-log-e4f349cf
75193 info lifecycle fancy-log@1.3.0~install: fancy-log@1.3.0
75194 silly lifecycle fancy-log@1.3.0~install: no script for install, continuing
75195 silly install to-absolute-glob@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\to-absolute-glob-975b0879
75196 info lifecycle to-absolute-glob@0.1.1~install: to-absolute-glob@0.1.1
75197 silly lifecycle to-absolute-glob@0.1.1~install: no script for install, continuing
75198 silly install toposort@0.2.12 C:\Users\pozda\bmsk\node_modules\.staging\toposort-700b9c23
75199 info lifecycle toposort@0.2.12~install: toposort@0.2.12
75200 silly lifecycle toposort@0.2.12~install: no script for install, continuing
75201 silly install tough-cookie@2.3.2 C:\Users\pozda\bmsk\node_modules\.staging\tough-cookie-ae6fe31f
75202 info lifecycle tough-cookie@2.3.2~install: tough-cookie@2.3.2
75203 silly lifecycle tough-cookie@2.3.2~install: no script for install, continuing
75204 silly install trim-newlines@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\trim-newlines-c16130d1
75205 info lifecycle trim-newlines@1.0.0~install: trim-newlines@1.0.0
75206 silly lifecycle trim-newlines@1.0.0~install: no script for install, continuing
75207 silly install tryit@1.0.3 C:\Users\pozda\bmsk\node_modules\.staging\tryit-a6cf44ad
75208 info lifecycle tryit@1.0.3~install: tryit@1.0.3
75209 silly lifecycle tryit@1.0.3~install: no script for install, continuing
75210 silly install tryor@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\tryor-34dc8d93
75211 info lifecycle tryor@0.1.2~install: tryor@0.1.2
75212 silly lifecycle tryor@0.1.2~install: no script for install, continuing
75213 silly install tunnel-agent@0.4.3 C:\Users\pozda\bmsk\node_modules\.staging\tunnel-agent-1e140c8f
75214 info lifecycle tunnel-agent@0.4.3~install: tunnel-agent@0.4.3
75215 silly lifecycle tunnel-agent@0.4.3~install: no script for install, continuing
75216 silly install tweetnacl@0.14.5 C:\Users\pozda\bmsk\node_modules\.staging\tweetnacl-8428d778
75217 info lifecycle tweetnacl@0.14.5~install: tweetnacl@0.14.5
75218 silly lifecycle tweetnacl@0.14.5~install: no script for install, continuing
75219 silly install bcrypt-pbkdf@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\bcrypt-pbkdf-cec87b49
75220 info lifecycle bcrypt-pbkdf@1.0.1~install: bcrypt-pbkdf@1.0.1
75221 silly lifecycle bcrypt-pbkdf@1.0.1~install: no script for install, continuing
75222 silly install sshpk@1.10.2 C:\Users\pozda\bmsk\node_modules\.staging\sshpk-2ea56c8a
75223 info lifecycle sshpk@1.10.2~install: sshpk@1.10.2
75224 silly lifecycle sshpk@1.10.2~install: no script for install, continuing
75225 silly install type-is@1.6.14 C:\Users\pozda\bmsk\node_modules\.staging\type-is-d9fb567d
75226 info lifecycle type-is@1.6.14~install: type-is@1.6.14
75227 silly lifecycle type-is@1.6.14~install: no script for install, continuing
75228 silly install typedarray@0.0.6 C:\Users\pozda\bmsk\node_modules\.staging\typedarray-ee4c6688
75229 info lifecycle typedarray@0.0.6~install: typedarray@0.0.6
75230 silly lifecycle typedarray@0.0.6~install: no script for install, continuing
75231 silly install uglify-save-license@0.4.1 C:\Users\pozda\bmsk\node_modules\.staging\uglify-save-license-d62914d5
75232 info lifecycle uglify-save-license@0.4.1~install: uglify-save-license@0.4.1
75233 silly lifecycle uglify-save-license@0.4.1~install: no script for install, continuing
75234 silly install uglify-to-browserify@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\uglify-to-browserify-f4d8c8dc
75235 info lifecycle uglify-to-browserify@1.0.2~install: uglify-to-browserify@1.0.2
75236 silly lifecycle uglify-to-browserify@1.0.2~install: no script for install, continuing
75237 silly install uid2@0.0.3 C:\Users\pozda\bmsk\node_modules\.staging\uid2-209fb244
75238 info lifecycle uid2@0.0.3~install: uid2@0.0.3
75239 silly lifecycle uid2@0.0.3~install: no script for install, continuing
75240 silly install connect@2.12.0 C:\Users\pozda\bmsk\node_modules\.staging\connect-87e92fc6
75241 info lifecycle connect@2.12.0~install: connect@2.12.0
75242 silly lifecycle connect@2.12.0~install: no script for install, continuing
75243 silly install unc-path-regex@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\unc-path-regex-3378ebdc
75244 info lifecycle unc-path-regex@0.1.2~install: unc-path-regex@0.1.2
75245 silly lifecycle unc-path-regex@0.1.2~install: no script for install, continuing
75246 silly install is-unc-path@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\is-unc-path-5cc1ce07
75247 info lifecycle is-unc-path@0.1.2~install: is-unc-path@0.1.2
75248 silly lifecycle is-unc-path@0.1.2~install: no script for install, continuing
75249 silly install is-relative@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\is-relative-f47e3390
75250 info lifecycle is-relative@0.2.1~install: is-relative@0.2.1
75251 silly lifecycle is-relative@0.2.1~install: no script for install, continuing
75252 silly install is-absolute@0.2.6 C:\Users\pozda\bmsk\node_modules\.staging\is-absolute-d7e5eb3f
75253 info lifecycle is-absolute@0.2.6~install: is-absolute@0.2.6
75254 silly lifecycle is-absolute@0.2.6~install: no script for install, continuing
75255 silly install parse-filepath@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\parse-filepath-d7d90642
75256 info lifecycle parse-filepath@1.0.1~install: parse-filepath@1.0.1
75257 silly lifecycle parse-filepath@1.0.1~install: no script for install, continuing
75258 silly install fined@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\fined-6cd9a0ae
75259 info lifecycle fined@1.0.2~install: fined@1.0.2
75260 silly lifecycle fined@1.0.2~install: no script for install, continuing
75261 silly install uniq@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\uniq-8f20179d
75262 info lifecycle uniq@1.0.1~install: uniq@1.0.1
75263 silly lifecycle uniq@1.0.1~install: no script for install, continuing
75264 silly install postcss-selector-parser@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-selector-parser-a739957a
75265 info lifecycle postcss-selector-parser@2.2.3~install: postcss-selector-parser@2.2.3
75266 silly lifecycle postcss-selector-parser@2.2.3~install: no script for install, continuing
75267 silly install postcss-minify-selectors@2.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-selectors-9c67fb2c
75268 info lifecycle postcss-minify-selectors@2.1.1~install: postcss-minify-selectors@2.1.1
75269 silly lifecycle postcss-minify-selectors@2.1.1~install: no script for install, continuing
75270 silly install uniqid@4.1.1 C:\Users\pozda\bmsk\node_modules\.staging\uniqid-764ca7a5
75271 info lifecycle uniqid@4.1.1~install: uniqid@4.1.1
75272 silly lifecycle uniqid@4.1.1~install: no script for install, continuing
75273 silly install postcss-filter-plugins@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-filter-plugins-c2b01be3
75274 info lifecycle postcss-filter-plugins@2.0.2~install: postcss-filter-plugins@2.0.2
75275 silly lifecycle postcss-filter-plugins@2.0.2~install: no script for install, continuing
75276 silly install uniqs@2.0.0 C:\Users\pozda\bmsk\node_modules\.staging\uniqs-8b5657b1
75277 info lifecycle uniqs@2.0.0~install: uniqs@2.0.0
75278 silly lifecycle uniqs@2.0.0~install: no script for install, continuing
75279 silly install postcss-discard-unused@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-unused-c30191f2
75280 info lifecycle postcss-discard-unused@2.2.3~install: postcss-discard-unused@2.2.3
75281 silly lifecycle postcss-discard-unused@2.2.3~install: no script for install, continuing
75282 silly install postcss-minify-params@1.2.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-params-e73bb469
75283 info lifecycle postcss-minify-params@1.2.2~install: postcss-minify-params@1.2.2
75284 silly lifecycle postcss-minify-params@1.2.2~install: no script for install, continuing
75285 silly install postcss-unique-selectors@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-unique-selectors-7d4841d9
75286 info lifecycle postcss-unique-selectors@2.0.2~install: postcss-unique-selectors@2.0.2
75287 silly lifecycle postcss-unique-selectors@2.0.2~install: no script for install, continuing
75288 silly install postcss-zindex@2.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-zindex-22b3ad1c
75289 info lifecycle postcss-zindex@2.2.0~install: postcss-zindex@2.2.0
75290 silly lifecycle postcss-zindex@2.2.0~install: no script for install, continuing
75291 silly install unique-stream@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\unique-stream-eb7f95a4
75292 info lifecycle unique-stream@1.0.0~install: unique-stream@1.0.0
75293 silly lifecycle unique-stream@1.0.0~install: no script for install, continuing
75294 silly install unpipe@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\unpipe-d880041e
75295 info lifecycle unpipe@1.0.0~install: unpipe@1.0.0
75296 silly lifecycle unpipe@1.0.0~install: no script for install, continuing
75297 silly install raw-body@2.1.7 C:\Users\pozda\bmsk\node_modules\.staging\raw-body-f193d48b
75298 info lifecycle raw-body@2.1.7~install: raw-body@2.1.7
75299 silly lifecycle raw-body@2.1.7~install: no script for install, continuing
75300 silly install body-parser@1.14.2 C:\Users\pozda\bmsk\node_modules\.staging\body-parser-0baf6c70
75301 info lifecycle body-parser@1.14.2~install: body-parser@1.14.2
75302 silly lifecycle body-parser@1.14.2~install: no script for install, continuing
75303 silly install upper-case@1.1.3 C:\Users\pozda\bmsk\node_modules\.staging\upper-case-97848727
75304 info lifecycle upper-case@1.1.3~install: upper-case@1.1.3
75305 silly lifecycle upper-case@1.1.3~install: no script for install, continuing
75306 silly install camel-case@1.2.2 C:\Users\pozda\bmsk\node_modules\.staging\camel-case-79449f20
75307 info lifecycle camel-case@1.2.2~install: camel-case@1.2.2
75308 silly lifecycle camel-case@1.2.2~install: no script for install, continuing
75309 silly install constant-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\constant-case-8cb2c6e0
75310 info lifecycle constant-case@1.1.2~install: constant-case@1.1.2
75311 silly lifecycle constant-case@1.1.2~install: no script for install, continuing
75312 silly install is-upper-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\is-upper-case-e450dbf1
75313 info lifecycle is-upper-case@1.1.2~install: is-upper-case@1.1.2
75314 silly lifecycle is-upper-case@1.1.2~install: no script for install, continuing
75315 silly install swap-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\swap-case-afca0365
75316 info lifecycle swap-case@1.1.2~install: swap-case@1.1.2
75317 silly lifecycle swap-case@1.1.2~install: no script for install, continuing
75318 silly install title-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\title-case-7417f9b4
75319 info lifecycle title-case@1.1.2~install: title-case@1.1.2
75320 silly lifecycle title-case@1.1.2~install: no script for install, continuing
75321 silly install upper-case-first@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\upper-case-first-dcfba3a3
75322 info lifecycle upper-case-first@1.1.2~install: upper-case-first@1.1.2
75323 silly lifecycle upper-case-first@1.1.2~install: no script for install, continuing
75324 silly install pascal-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\pascal-case-74397371
75325 info lifecycle pascal-case@1.1.2~install: pascal-case@1.1.2
75326 silly lifecycle pascal-case@1.1.2~install: no script for install, continuing
75327 silly install change-case@2.3.1 C:\Users\pozda\bmsk\node_modules\.staging\change-case-76a72a5c
75328 info lifecycle change-case@2.3.1~install: change-case@2.3.1
75329 silly lifecycle change-case@2.3.1~install: no script for install, continuing
75330 silly install urix@0.1.0 C:\Users\pozda\bmsk\node_modules\.staging\urix-e2335282
75331 info lifecycle urix@0.1.0~install: urix@0.1.0
75332 silly lifecycle urix@0.1.0~install: no script for install, continuing
75333 silly install source-map-resolve@0.3.1 C:\Users\pozda\bmsk\node_modules\.staging\source-map-resolve-5446e1fe
75334 info lifecycle source-map-resolve@0.3.1~install: source-map-resolve@0.3.1
75335 silly lifecycle source-map-resolve@0.3.1~install: no script for install, continuing
75336 silly install css@2.2.1 C:\Users\pozda\bmsk\node_modules\.staging\css-c250b546
75337 info lifecycle css@2.2.1~install: css@2.2.1
75338 silly lifecycle css@2.2.1~install: no script for install, continuing
75339 silly install user-home@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\user-home-4cafdeb9
75340 info lifecycle user-home@1.1.1~install: user-home@1.1.1
75341 silly lifecycle user-home@1.1.1~install: no script for install, continuing
75342 silly install util-deprecate@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\util-deprecate-89c509f9
75343 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
75344 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
75345 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-286faffb
75346 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75347 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75348 silly install bufferstreams@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\bufferstreams-9c9044fc
75349 info lifecycle bufferstreams@1.1.1~install: bufferstreams@1.1.1
75350 silly lifecycle bufferstreams@1.1.1~install: no script for install, continuing
75351 silly install readable-stream@2.0.6 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-0689f830
75352 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
75353 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
75354 silly install concat-stream@1.5.2 C:\Users\pozda\bmsk\node_modules\.staging\concat-stream-82ddeef9
75355 info lifecycle concat-stream@1.5.2~install: concat-stream@1.5.2
75356 silly lifecycle concat-stream@1.5.2~install: no script for install, continuing
75357 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-f6257ff0
75358 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75359 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75360 silly install readable-stream@2.0.6 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-8df64287
75361 info lifecycle readable-stream@2.0.6~install: readable-stream@2.0.6
75362 silly lifecycle readable-stream@2.0.6~install: no script for install, continuing
75363 silly install concat-stream@1.5.0 C:\Users\pozda\bmsk\node_modules\.staging\concat-stream-bc1212d5
75364 info lifecycle concat-stream@1.5.0~install: concat-stream@1.5.0
75365 silly lifecycle concat-stream@1.5.0~install: no script for install, continuing
75366 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-c790838c
75367 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75368 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75369 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-992b1276
75370 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75371 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75372 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-032eace8
75373 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75374 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75375 silly install lazystream@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\lazystream-24fefc1b
75376 info lifecycle lazystream@1.0.0~install: lazystream@1.0.0
75377 silly lifecycle lazystream@1.0.0~install: no script for install, continuing
75378 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-c7fa89a5
75379 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75380 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75381 silly install ordered-read-streams@0.3.0 C:\Users\pozda\bmsk\node_modules\.staging\ordered-read-streams-3674ff6c
75382 info lifecycle ordered-read-streams@0.3.0~install: ordered-read-streams@0.3.0
75383 silly lifecycle ordered-read-streams@0.3.0~install: no script for install, continuing
75384 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-db663226
75385 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75386 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75387 silly install merge-stream@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\merge-stream-a3259116
75388 info lifecycle merge-stream@1.0.1~install: merge-stream@1.0.1
75389 silly lifecycle merge-stream@1.0.1~install: no script for install, continuing
75390 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-edd08ff0
75391 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75392 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75393 silly install replacestream@4.0.2 C:\Users\pozda\bmsk\node_modules\.staging\replacestream-dffd5971
75394 info lifecycle replacestream@4.0.2~install: replacestream@4.0.2
75395 silly lifecycle replacestream@4.0.2~install: no script for install, continuing
75396 silly install readable-stream@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\readable-stream-28148d37
75397 info lifecycle readable-stream@2.2.3~install: readable-stream@2.2.3
75398 silly lifecycle readable-stream@2.2.3~install: no script for install, continuing
75399 silly install uuid@3.0.1 C:\Users\pozda\bmsk\node_modules\.staging\uuid-1126ca16
75400 info lifecycle uuid@3.0.1~install: uuid@3.0.1
75401 silly lifecycle uuid@3.0.1~install: no script for install, continuing
75402 silly install v8flags@2.0.11 C:\Users\pozda\bmsk\node_modules\.staging\v8flags-0c1a7890
75403 info lifecycle v8flags@2.0.11~install: v8flags@2.0.11
75404 silly lifecycle v8flags@2.0.11~install: no script for install, continuing
75405 silly install vali-date@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\vali-date-eefbcb18
75406 info lifecycle vali-date@1.0.0~install: vali-date@1.0.0
75407 silly lifecycle vali-date@1.0.0~install: no script for install, continuing
75408 silly install validate-npm-package-license@3.0.1 C:\Users\pozda\bmsk\node_modules\.staging\validate-npm-package-license-1747802c
75409 info lifecycle validate-npm-package-license@3.0.1~install: validate-npm-package-license@3.0.1
75410 silly lifecycle validate-npm-package-license@3.0.1~install: no script for install, continuing
75411 silly install normalize-package-data@2.3.5 C:\Users\pozda\bmsk\node_modules\.staging\normalize-package-data-663daae3
75412 info lifecycle normalize-package-data@2.3.5~install: normalize-package-data@2.3.5
75413 silly lifecycle normalize-package-data@2.3.5~install: no script for install, continuing
75414 silly install read-pkg@1.1.0 C:\Users\pozda\bmsk\node_modules\.staging\read-pkg-069e03aa
75415 info lifecycle read-pkg@1.1.0~install: read-pkg@1.1.0
75416 silly lifecycle read-pkg@1.1.0~install: no script for install, continuing
75417 silly install read-pkg-up@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\read-pkg-up-98e3e4e6
